event_id,timestamp,recipient,sender,subject,url,attachment,spf,dkim,dmarc,url_reputation,verdict,reason
E00359,2026-09-12 16:32:39,mbandeka,billing@cloudservice.com,Purchase order update,,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00360,2026-09-12 16:36:30,nambala,newsletter@industry.org,Monthly statement,https://portal.example.com/7988,statement.pdf,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00361,2026-09-12 16:41:11,nghifindaka,training@nust.na,Purchase order update,https://portal.example.com/2493,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00362,2026-09-12 16:44:22,tshivute,statements@banking-partner.na,Purchase order update,https://portal.example.com/2352,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00363,2026-09-12 17:10:50,nghifindaka,procurement@supplier.na,Security awareness reminder,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00364,2026-09-12 17:19:13,sihuhua,no-reply@microsoft.com,Password expiry notice,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00365,2026-09-12 17:33:55,kndjavera,procurement@supplier.na,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00366,2026-09-12 17:35:23,ndjaba,billing@cloudservice.com,Monthly statement,,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00367,2026-09-12 18:14:55,amupanda,alerts@vendor.com,Industry newsletter,https://portal.example.com/2067,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00368,2026-09-12 18:22:50,shapaka,procurement@supplier.na,Invoice available,https://portal.example.com/2252,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00369,2026-09-12 18:45:24,nduminga,no-reply@microsoft.com,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00370,2026-09-13 07:16:47,nghifindaka,alerts@vendor.com,Security awareness reminder,,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00371,2026-09-13 07:19:12,nduminga,procurement@supplier.na,Industry newsletter,https://portal.example.com/6315,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00372,2026-09-13 07:51:10,mukwambi,no-reply@microsoft.com,Password expiry notice,https://portal.example.com/6928,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00373,2026-09-13 07:57:38,ndjaba,procurement@supplier.na,Purchase order update,,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00374,2026-09-13 08:03:51,mukwambi,statements@banking-partner.na,Monthly statement,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00375,2026-09-13 08:26:36,nnakale,billing@cloudservice.com,Monthly statement,https://portal.example.com/1484,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00376,2026-09-13 08:29:25,pnakale,statements@banking-partner.na,Industry newsletter,https://portal.example.com/5380,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00377,2026-09-13 08:48:13,sankwasa,procurement@supplier.na,Invoice available,,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00378,2026-09-13 08:49:38,sankwasa,training@nust.na,Monthly statement,https://portal.example.com/8562,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00379,2026-09-13 08:54:48,kndjavera,statements@banking-partner.na,Service notification,https://portal.example.com/7881,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00380,2026-09-13 09:03:09,nnakale,billing@cloudservice.com,Invoice available,https://portal.example.com/3766,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00381,2026-09-13 09:18:37,pnakale,procurement@supplier.na,Security awareness reminder,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00382,2026-09-13 09:23:05,tshivute,alerts@vendor.com,Industry newsletter,https://portal.example.com/8651,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00383,2026-09-13 09:26:31,ntinda,training@nust.na,Monthly statement,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00384,2026-09-13 09:31:25,nghifindaka,statements@banking-partner.na,Security awareness reminder,https://portal.example.com/8497,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00385,2026-09-13 09:47:24,katjiuongua,alerts@vendor.com,Security awareness reminder,https://portal.example.com/1107,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00386,2026-09-13 10:12:12,nduminga,training@nust.na,Invoice available,https://portal.example.com/1079,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00387,2026-09-13 10:28:22,kndjavera,training@nust.na,Invoice available,https://portal.example.com/8258,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00388,2026-09-13 10:53:56,katjiuongua,procurement@supplier.na,Security awareness reminder,https://portal.example.com/4934,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00389,2026-09-13 10:58:25,katjiuongua,training@nust.na,Industry newsletter,https://portal.example.com/7809,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00390,2026-09-13 11:09:40,amupanda,procurement@supplier.na,Purchase order update,,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00391,2026-09-13 11:27:59,tshivute,procurement@supplier.na,Industry newsletter,,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00392,2026-09-13 11:31:25,murorua,billing@cloudservice.com,Service notification,,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00393,2026-09-13 11:37:01,pnakale,billing@cloudservice.com,Password expiry notice,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00394,2026-09-13 11:45:13,tjirera,billing@cloudservice.com,Service notification,https://portal.example.com/4144,policy.docx,pass,pass,pass,known-good,QUARANTINE,Attachment heuristic
E00395,2026-09-13 11:53:51,mukwambi,no-reply@microsoft.com,Security awareness reminder,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00396,2026-09-13 12:02:07,tshivute,billing@cloudservice.com,Password expiry notice,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00397,2026-09-13 12:28:50,nghifindaka,statements@banking-partner.na,Invoice available,https://portal.example.com/2338,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00398,2026-09-13 12:33:28,sihuhua,billing@cloudservice.com,Purchase order update,https://portal.example.com/1978,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00399,2026-09-13 12:43:54,pnakale,newsletter@industry.org,Security awareness reminder,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00400,2026-09-13 12:46:25,haufiku,statements@banking-partner.na,Monthly statement,https://portal.example.com/3465,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00401,2026-09-13 12:52:52,tshivute,newsletter@industry.org,Invoice available,,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00402,2026-09-13 13:07:28,katjiuongua,no-reply@microsoft.com,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00403,2026-09-13 13:09:51,tkamati,newsletter@industry.org,Invoice available,https://portal.example.com/5922,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00404,2026-09-13 13:13:37,murorua,statements@banking-partner.na,Industry newsletter,https://portal.example.com/5339,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00405,2026-09-13 13:39:01,murorua,billing@cloudservice.com,Purchase order update,https://portal.example.com/6963,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00406,2026-09-13 13:39:36,amupanda,procurement@supplier.na,Service notification,,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00407,2026-09-13 13:49:44,pnakale,no-reply@microsoft.com,Industry newsletter,https://portal.example.com/5453,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00408,2026-09-13 13:50:32,hamukwaya,newsletter@industry.org,Password expiry notice,https://portal.example.com/2919,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00409,2026-09-13 13:59:04,kndjavera,procurement@supplier.na,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00410,2026-09-13 14:11:17,nghifindaka,procurement@supplier.na,Industry newsletter,https://portal.example.com/6859,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00411,2026-09-13 14:35:30,murorua,newsletter@industry.org,Monthly statement,https://portal.example.com/3843,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00412,2026-09-13 14:42:35,tkamati,billing@cloudservice.com,Industry newsletter,https://portal.example.com/3118,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00413,2026-09-13 14:53:58,sankwasa,no-reply@microsoft.com,Password expiry notice,https://portal.example.com/3171,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00414,2026-09-13 14:55:38,nduminga,training@nust.na,Monthly statement,https://portal.example.com/3555,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00415,2026-09-13 15:02:20,mbandeka,no-reply@microsoft.com,Purchase order update,https://portal.example.com/8353,statement.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00416,2026-09-13 15:12:49,mukwambi,training@nust.na,Monthly statement,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00417,2026-09-13 15:25:31,mukwambi,alerts@vendor.com,Security awareness reminder,https://portal.example.com/3087,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00418,2026-09-13 15:25:47,nnakale,billing@cloudservice.com,Monthly statement,https://portal.example.com/1420,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00419,2026-09-13 16:02:02,mhaingura,billing@cloudservice.com,Purchase order update,https://portal.example.com/9821,agenda.xlsx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00420,2026-09-13 16:04:51,mbandeka,newsletter@industry.org,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00421,2026-09-13 16:12:53,katjiuongua,training@nust.na,Industry newsletter,https://portal.example.com/2140,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00422,2026-09-13 16:13:27,nnakale,procurement@supplier.na,Invoice available,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00423,2026-09-13 16:14:07,haufiku,training@nust.na,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00424,2026-09-13 16:16:33,shilongo,billing@cloudservice.com,Service notification,https://portal.example.com/5316,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00425,2026-09-13 16:28:26,ndjaba,statements@banking-partner.na,Purchase order update,https://portal.example.com/1051,policy.docx,pass,pass,pass,known-good,ALLOW,Clean reputation
E00426,2026-09-13 16:35:31,tshivute,billing@cloudservice.com,Monthly statement,https://portal.example.com/4693,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00427,2026-09-13 17:12:26,sihuhua,procurement@supplier.na,Password expiry notice,https://portal.example.com/5403,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00428,2026-09-13 17:51:18,jkavari,procurement@supplier.na,Monthly statement,https://portal.example.com/6301,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00429,2026-09-13 17:55:18,tkamati,alerts@vendor.com,Industry newsletter,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00430,2026-09-13 18:07:26,kndjavera,no-reply@microsoft.com,Password expiry notice,https://portal.example.com/8795,invoice.pdf,pass,pass,pass,known-good,ALLOW,Clean reputation
E00431,2026-09-13 18:18:55,mbandeka,training@nust.na,Service notification,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00432,2026-09-13 18:29:36,jkavari,training@nust.na,Purchase order update,,,pass,pass,pass,known-good,ALLOW,Clean reputation
E00433,2026-09-13 18:58:18,katjiuongua,alerts@vendor.com,Purchase order update,https://portal.example.com/4378,,pass,pass,pass,known-good,ALLOW,Clean reputation
