event_id,timestamp,user_id,source_asset,destination_domain,destination_ip,method,bytes_out,category,dlp_rule,action,file_name
D00404,2026-09-12 20:51:29,tjirera,WKST-AUD-004,dropbox.com,197.188.61.226,CONNECT,33995,Cloud Storage,NONE,ALLOW,
D00405,2026-09-13 06:09:58,mbandeka,WKST-LGL-005,bankofnamibia.org.na,197.188.105.178,CONNECT,23775,Business,NONE,ALLOW,
D00406,2026-09-13 06:16:13,nambala,WKST-SWK-012,microsoft.com,104.21.17.113,GET,8647,Business,NONE,ALLOW,
D00407,2026-09-13 06:21:11,nambala,WKST-SWK-012,microsoft.com,196.44.66.232,GET,52261,Business,NONE,ALLOW,
D00408,2026-09-13 06:23:50,nduminga,WKST-SWK-002,salesforce.com,104.21.129.93,POST,16729,Business,NONE,ALLOW,
D00409,2026-09-13 07:04:45,haufiku,WKST-SOC-003,office.com,185.44.104.173,CONNECT,8904,Business,NONE,ALLOW,
D00410,2026-09-13 07:24:01,ntinda,WKST-MKT-010,zoom.us,102.134.126.190,CONNECT,18686,Business,NONE,ALLOW,
D00411,2026-09-13 07:32:57,nduminga,WKST-SWK-002,salesforce.com,102.134.245.54,GET,18460,Business,NONE,ALLOW,
D00412,2026-09-13 08:43:04,mhaingura,WKST-CS-017,salesforce.com,41.182.134.212,GET,41696,Business,NONE,ALLOW,
D00413,2026-09-13 08:45:06,nambala,WKST-SWK-012,nust.na,102.134.203.47,GET,21498,Business,NONE,ALLOW,
D00414,2026-09-13 08:45:37,mukwambi,WKST-HR-014,nust.na,197.188.124.86,CONNECT,23775,Business,NONE,ALLOW,
D00415,2026-09-13 09:01:05,sihuhua,WKST-SWK-008,bankofnamibia.org.na,196.44.12.93,POST,9125,Business,NONE,ALLOW,
D00416,2026-09-13 09:03:59,sihuhua,WKST-SWK-008,zoom.us,41.182.103.147,GET,122521,Business,NONE,ALLOW,
D00417,2026-09-13 09:59:11,sihuhua,WKST-SWK-008,google.com,185.44.68.212,CONNECT,19959,Business,NONE,ALLOW,
D00418,2026-09-13 10:02:35,mbandeka,WKST-LGL-005,bankofnamibia.org.na,45.83.171.96,POST,16035,Business,NONE,ALLOW,
D00419,2026-09-13 10:49:29,mhaingura,WKST-CS-017,bankofnamibia.org.na,196.44.118.129,GET,59471,Business,NONE,ALLOW,
D00420,2026-09-13 10:52:58,mhaingura,WKST-CS-017,microsoft.com,104.21.72.19,GET,19563,Business,NONE,ALLOW,
D00421,2026-09-13 10:53:42,mhaingura,WKST-CS-017,github.com,196.44.129.28,POST,23715,Cloud Storage,NONE,ALLOW,
D00422,2026-09-13 11:04:34,mhaingura,WKST-CS-017,google.com,102.134.158.111,GET,7923,Business,NONE,ALLOW,
D00423,2026-09-13 11:11:21,ntinda,WKST-MKT-010,bankofnamibia.org.na,197.188.244.3,POST,80605,Business,NONE,ALLOW,
D00424,2026-09-13 11:24:30,sankwasa,WKST-PRC-008,github.com,104.21.28.254,GET,139139,Cloud Storage,NONE,ALLOW,
D00425,2026-09-13 11:24:37,haufiku,WKST-SOC-003,zoom.us,41.182.3.176,GET,67239,Business,NONE,ALLOW,
D00426,2026-09-13 11:46:08,hamukwaya,WKST-TRY-007,microsoft.com,41.182.31.82,GET,90337,Business,NONE,ALLOW,
D00427,2026-09-13 12:02:39,jkavari,WKST-FIN-021,zoom.us,45.83.39.11,GET,83210,Business,NONE,ALLOW,
D00428,2026-09-13 12:21:37,mbandeka,WKST-LGL-005,zoom.us,102.134.61.64,POST,10356,Business,NONE,ALLOW,
D00429,2026-09-13 12:22:04,katjiuongua,WKST-IT-012,github.com,185.44.37.73,GET,86709,Cloud Storage,NONE,ALLOW,
D00430,2026-09-13 12:23:05,kndjavera,WKST-CMP-009,microsoft.com,185.44.167.102,GET,53749,Business,NONE,ALLOW,
D00431,2026-09-13 12:42:16,sankwasa,WKST-PRC-008,dropbox.com,41.182.252.63,GET,28777,Cloud Storage,NONE,ALLOW,
D00432,2026-09-13 13:04:03,amupanda,WKST-CMP-003,google.com,45.83.27.246,CONNECT,9881,Business,NONE,ALLOW,
D00433,2026-09-13 13:20:43,sihuhua,WKST-SWK-008,dropbox.com,102.134.32.189,CONNECT,9688,Cloud Storage,NONE,ALLOW,
D00434,2026-09-13 14:10:58,ntinda,WKST-MKT-010,dropbox.com,102.134.197.195,CONNECT,42119,Cloud Storage,NONE,ALLOW,
D00435,2026-09-13 14:18:57,nghifindaka,WKST-IT-005,nust.na,185.44.18.19,GET,67354,Business,NONE,ALLOW,
D00436,2026-09-13 14:23:28,mhaingura,WKST-CS-017,zoom.us,41.182.195.59,CONNECT,29723,Business,NONE,ALLOW,
D00437,2026-09-13 14:40:20,haufiku,WKST-SOC-003,office.com,104.21.7.77,POST,58197,Business,NONE,ALLOW,
D00438,2026-09-13 14:57:45,hamukwaya,WKST-TRY-007,google.com,196.44.59.38,GET,40163,Business,NONE,ALLOW,
D00439,2026-09-13 14:57:50,hamukwaya,WKST-TRY-007,dropbox.com,104.21.155.249,CONNECT,9013,Cloud Storage,NONE,ALLOW,
D00440,2026-09-13 15:00:28,murorua,WKST-RSK-006,google.com,196.44.12.176,CONNECT,64857,Business,NONE,ALLOW,
D00441,2026-09-13 15:46:23,sankwasa,WKST-PRC-008,zoom.us,197.188.144.176,GET,4095,Business,NONE,ALLOW,
D00442,2026-09-13 15:55:56,tshivute,WKST-FIN-004,google.com,104.21.76.164,GET,81873,Business,NONE,ALLOW,
D00443,2026-09-13 16:00:31,ndjaba,WKST-OND-004,dropbox.com,45.83.159.30,GET,37823,Cloud Storage,NONE,ALLOW,
D00444,2026-09-13 16:22:49,ntinda,WKST-MKT-010,salesforce.com,45.83.142.204,GET,27795,Business,NONE,ALLOW,
D00445,2026-09-13 16:24:45,hamukwaya,WKST-TRY-007,salesforce.com,45.83.46.243,CONNECT,2675,Business,NONE,ALLOW,
D00446,2026-09-13 16:35:15,katjiuongua,WKST-IT-012,github.com,197.188.64.198,CONNECT,148079,Cloud Storage,NONE,ALLOW,
D00447,2026-09-13 16:47:44,ndjaba,WKST-OND-004,zoom.us,197.188.223.215,POST,5376,Business,NONE,ALLOW,
D00448,2026-09-13 16:51:06,tshivute,WKST-FIN-004,google.com,41.182.6.71,POST,16711,Business,NONE,ALLOW,
D00449,2026-09-13 16:52:16,ntinda,WKST-MKT-010,dropbox.com,104.21.105.216,GET,11587,Cloud Storage,NONE,ALLOW,
D00450,2026-09-13 17:03:06,sihuhua,WKST-SWK-008,github.com,104.21.24.230,CONNECT,1190,Cloud Storage,NONE,ALLOW,
D00451,2026-09-13 17:07:00,ndjaba,WKST-OND-004,salesforce.com,197.188.91.154,CONNECT,4807,Business,NONE,ALLOW,
D00452,2026-09-13 17:35:03,hamukwaya,WKST-TRY-007,dropbox.com,41.182.226.93,GET,13957,Cloud Storage,NONE,ALLOW,
D00453,2026-09-13 17:57:21,nghifindaka,WKST-IT-005,bankofnamibia.org.na,185.44.12.139,POST,13041,Business,NONE,ALLOW,
D00454,2026-09-13 17:58:27,pnakale,WKST-HR-002,bankofnamibia.org.na,45.83.214.167,POST,8399,Business,NONE,ALLOW,
D00455,2026-09-13 18:06:25,ntinda,WKST-MKT-010,dropbox.com,104.21.44.76,GET,12187,Cloud Storage,NONE,ALLOW,
D00456,2026-09-13 18:12:50,mbandeka,WKST-LGL-005,bankofnamibia.org.na,185.44.197.87,POST,32417,Business,NONE,ALLOW,
D00457,2026-09-13 18:13:25,sihuhua,WKST-SWK-008,nust.na,102.134.106.93,CONNECT,31736,Business,NONE,ALLOW,
D00458,2026-09-13 18:41:53,tjirera,WKST-AUD-004,microsoft.com,104.21.209.140,CONNECT,21355,Business,NONE,ALLOW,
D00459,2026-09-13 18:53:03,murorua,WKST-RSK-006,zoom.us,197.188.187.207,GET,10667,Business,NONE,ALLOW,
D00460,2026-09-13 18:56:59,nduminga,WKST-SWK-002,nust.na,41.182.228.47,CONNECT,10828,Business,NONE,ALLOW,
D00461,2026-09-13 18:57:41,mbandeka,WKST-LGL-005,zoom.us,196.44.161.147,GET,1570,Business,NONE,ALLOW,
D00462,2026-09-13 18:59:59,kndjavera,WKST-CMP-009,bankofnamibia.org.na,185.44.218.123,CONNECT,64945,Business,NONE,ALLOW,
D00463,2026-09-13 19:02:23,nduminga,WKST-SWK-002,google.com,197.188.159.1,POST,58943,Business,NONE,ALLOW,
D00464,2026-09-13 19:14:30,haufiku,WKST-SOC-003,zoom.us,197.188.173.64,POST,21440,Business,NONE,ALLOW,
D00465,2026-09-13 19:15:46,mbandeka,WKST-LGL-005,nust.na,197.188.220.246,POST,15444,Business,NONE,ALLOW,
D00466,2026-09-13 19:20:00,shapaka,WKST-EXE-002,dropbox.com,41.182.52.236,CONNECT,9777,Cloud Storage,NONE,ALLOW,
D00467,2026-09-13 19:27:00,tshivute,WKST-FIN-004,microsoft.com,45.83.128.133,GET,30658,Business,NONE,ALLOW,
D00468,2026-09-13 19:34:39,jkavari,WKST-FIN-021,github.com,45.83.222.149,CONNECT,7064,Cloud Storage,NONE,ALLOW,
D00469,2026-09-13 19:43:32,mhaingura,WKST-CS-017,salesforce.com,41.182.71.223,GET,39896,Business,NONE,ALLOW,
D00470,2026-09-13 19:52:18,tshivute,WKST-FIN-004,github.com,197.188.6.71,POST,2004,Cloud Storage,NONE,ALLOW,
D00471,2026-09-13 19:57:54,katjiuongua,WKST-IT-012,salesforce.com,104.21.141.216,CONNECT,42947,Business,NONE,ALLOW,
D00472,2026-09-13 20:06:17,mukwambi,WKST-HR-014,salesforce.com,45.83.161.184,POST,6393,Business,NONE,ALLOW,
D00473,2026-09-13 20:07:35,shapaka,WKST-EXE-002,bankofnamibia.org.na,196.44.19.10,POST,202267,Business,NONE,ALLOW,
D00474,2026-09-13 20:22:42,tjirera,WKST-AUD-004,google.com,196.44.27.160,CONNECT,82996,Business,NONE,ALLOW,
D00475,2026-09-13 20:33:27,jkavari,WKST-FIN-021,dropbox.com,104.21.18.252,CONNECT,60755,Cloud Storage,NONE,ALLOW,
D00476,2026-09-13 20:51:54,tkamati,WKST-CS-011,microsoft.com,102.134.145.227,GET,333151,Business,NONE,ALLOW,
D00477,2026-09-13 20:55:47,amupanda,WKST-CMP-003,github.com,104.21.225.127,POST,394944,Cloud Storage,NONE,ALLOW,
